Dst Port,Idle Min,Total Fwd Packet,Total Bwd packets,Bwd Bytes/Bulk Avg,Packet Length Min,Bwd Segment Size Avg,Flow Packets/s,Bwd IAT Max,Fwd URG Flags,Packet Length Std,Active Min,Src Port,Protocol,Fwd Packet Length Std,Bwd Packet Length Min,Flow Bytes/s,Fwd IAT Std,Fwd PSH Flags,Bwd Packets/s,FIN Flag Count,SYN Flag Count,RST Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Bwd Bulk Rate Avg,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Seg Size Min,Active Std,Idle Std,Label,Traffic Type
0,16858577.0,2.0,0.0,0.0,50.0,0.0,0.118633974860393,0.0,0.0,0.0,0.0,45903.0,6.0,0.0,0.0,5.931698743019651,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,2.0,0.0,0.0,480.0,0.0,0.6490743712659969,0.0,0.0,0.0,0.0,14773.0,6.0,0.0,0.0,311.5556982076785,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,960.0,0.0,512.0,0.0,40.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,43.36983627886804,0.0,0.0,28.867513459481287,0.0,42045.0,6.0,0.0,0.0,1084.245906971701,0.0,0.0,21.68491813943402,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,148.26895989324635,0.0,0.0,28.867513459481287,0.0,33254.0,6.0,0.0,0.0,3706.723997331159,0.0,0.0,74.13447994662317,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,3.0,1.0,0.0,0.0,0.0,0.9558589133126772,0.0,0.0,22.36067977499789,0.0,3973.0,6.0,0.0,0.0,35.8447092492254,2054360.8669151824,0.0,0.2389647283281692,0.0,3.0,1.0,0.0,0.0,0.0,0.0,150.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
20618,0.0,1.0,1.0,0.0,0.0,0.0,169.5633743111488,0.0,0.0,0.0,0.0,1892.0,6.0,0.0,0.0,0.0,0.0,0.0,84.7816871555744,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,Information Gathering
0,12100291.0,3.0,1.0,0.0,0.0,0.0,0.2626153693937937,0.0,0.0,223.60679774997897,3066361.0,29621.0,6.0,0.0,0.0,98.48076352267267,6387953.163764588,0.0,0.0656538423484484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,750.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,15747117.0,2.0,0.0,0.0,1356.0,0.0,0.1270073753817921,0.0,0.0,0.0,0.0,5802.0,6.0,0.0,0.0,172.2220010177101,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2712.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,6695915.0,2.0,1.0,0.0,0.0,0.0,0.4459542141781331,0.0,0.0,23.629078131263043,0.0,40378.0,6.0,14.142135623730953,0.0,11.892112378083551,0.0,0.0,0.1486514047260443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,6916035.0,2.0,1.0,0.0,0.0,0.0,0.4329317939048399,0.0,1.0,250.0,0.0,9726.0,6.0,0.0,0.0,144.31059796827995,0.0,0.0,0.1443105979682799,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,151.67602002123465,0.0,1.0,28.867513459481287,0.0,19805.0,6.0,0.0,0.0,3791.9005005308654,0.0,0.0,75.83801001061732,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,6088882.0,7.0,0.0,0.0,480.0,0.0,0.1842230922698727,0.0,0.0,9.258200997725517,2933836.0,12180.0,6.0,9.759000729485336,0.0,91.0588427505371,3301062.2786791325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,512.0,0.0,20.0,0.0,2627925.9278504536,Malicious,DoS
0,9878967.0,4.0,0.0,0.0,480.0,0.0,0.1318562010553902,0.0,0.0,10.95445115010332,0.0,63797.0,6.0,10.000000000000004,0.0,65.26881952241816,248678.28872058776,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,660.0,0.0,512.0,0.0,20.0,0.0,248678.28872058776,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,33.59932801343973,0.0,0.0,288.67513459481285,0.0,39180.0,6.0,0.0,0.0,8399.832003359932,0.0,0.0,16.799664006719865,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,71.66917508779474,0.0,0.0,288.67513459481285,0.0,42649.0,6.0,0.0,0.0,17917.293771948684,0.0,0.0,35.83458754389737,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,Malicious,DoS
34242,9087705.0,2.0,0.0,0.0,0.0,0.0,0.2200775663382559,0.0,0.0,0.0,0.0,2963.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,Information Gathering
0,8452106.0,2.0,1.0,0.0,0.0,0.0,0.3514582706566084,0.0,0.0,25.0,0.0,2718.0,6.0,0.0,0.0,11.715275688553612,0.0,0.0,0.1171527568855361,2.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,9979117.0,3.0,0.0,0.0,500.0,0.0,0.0767353762899504,0.0,0.0,0.0,0.0,45200.0,6.0,0.0,0.0,38.367688144975226,13532017.729972294,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,512.0,0.0,20.0,0.0,13532017.729972294,Malicious,DoS
0,16394934.0,3.0,0.0,0.0,50.0,0.0,0.144949901931728,0.0,0.0,225.0,4301872.0,25156.0,17.0,259.8076211353316,0.0,28.989980386345604,8551086.145509353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,8.0,0.0,0.0,Malicious,DoS
0,0.0,2.0,1.0,0.0,0.0,0.0,0.8346950455562645,0.0,0.0,25.0,0.0,23782.0,6.0,0.0,0.0,27.82316818520881,0.0,1.0,0.2782316818520881,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,6592449.0,3.0,1.0,0.0,0.0,0.0,0.541961064433209,0.0,1.0,20.4939015319192,0.0,36776.0,6.0,11.547005383792516,0.0,14.903929271913247,4143032.67617388,0.0,0.1354902661083022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,24.84101748807631,0.0,0.0,17.320508075688775,0.0,2481.0,6.0,0.0,0.0,372.6152623211447,0.0,0.0,12.420508744038155,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,Malicious,DoS
0,6471890.0,2.0,1.0,0.0,0.0,0.0,0.4616395961207502,0.0,0.0,25.0,0.0,42234.0,6.0,0.0,0.0,15.38798653735834,0.0,0.0,0.1538798653735834,0.0,0.0,1.0,2.0,0.0,0.0,0.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,54.04382954576162,0.0,0.0,288.67513459481285,0.0,36608.0,6.0,0.0,0.0,13510.957386440405,0.0,0.0,27.02191477288081,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,11837570.0,2.0,1.0,0.0,0.0,0.0,0.2518455662839901,0.0,0.0,250.0,0.0,32274.0,6.0,0.0,0.0,83.94852209466337,0.0,0.0,0.0839485220946633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,88.62105636299184,0.0,0.0,288.67513459481285,0.0,2128.0,6.0,0.0,0.0,22155.26409074796,0.0,0.0,44.31052818149592,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,217.7700348432056,0.0,0.0,277.1281292110204,0.0,19903.0,6.0,0.0,0.0,52264.80836236934,0.0,0.0,108.8850174216028,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,Malicious,DoS
53,6676080.0,4.0,0.0,0.0,38.0,0.0,0.2372681467572295,0.0,0.0,0.0,1265117.0,46407.0,17.0,0.0,0.0,9.016189576774725,3934014.0289354585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,8.0,0.0,1584828.5291784725,Malicious,Mirai
0,8572309.0,5.0,0.0,0.0,50.0,0.0,0.4420729294784927,0.0,0.0,0.0,714681.0,50918.0,17.0,0.0,0.0,22.10364647392464,3837882.371963596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,8.0,0.0,0.0,Malicious,DoS
0,6059762.0,2.0,0.0,0.0,500.0,0.0,0.3300459655016154,0.0,0.0,0.0,0.0,32827.0,6.0,0.0,0.0,165.0229827508077,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,92.16165153679552,0.0,0.0,17.320508075688775,0.0,36150.0,6.0,0.0,0.0,1382.424773051933,0.0,0.0,46.080825768397766,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,Malicious,DoS
0,12934270.0,2.0,0.0,0.0,480.0,0.0,0.1546279766851936,0.0,0.0,11.547005383792516,0.0,29963.0,6.0,14.142135623730953,0.0,75.7677085757449,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,980.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,53.935977994120975,0.0,0.0,288.67513459481285,0.0,14952.0,6.0,0.0,0.0,13483.994498530245,0.0,0.0,26.967988997060488,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,5903630.0,3.0,1.0,0.0,0.0,0.0,0.2094016525769019,0.0,0.0,22.36067977499789,0.0,49064.0,6.0,0.0,0.0,7.852561971633824,5096629.810214246,1.0,0.0523504131442254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,512.0,0.0,20.0,0.0,5096629.810214246,Malicious,DoS
0,9984301.0,2.0,0.0,0.0,480.0,0.0,0.2003144736922494,0.0,0.0,11.547005383792516,0.0,33875.0,6.0,14.142135623730953,0.0,98.15409210920224,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,980.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,16992780.0,3.0,1.0,0.0,0.0,0.0,0.2002942322271416,0.0,0.0,223.60679774997897,2937228.0,19924.0,6.0,0.0,0.0,75.11033708517813,9938776.13252014,0.0,0.0500735580567854,0.0,0.0,1.0,0.0,3.0,0.0,0.0,750.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,3.0,1.0,0.0,0.0,0.0,0.8594771972104809,0.0,0.0,22.36067977499789,0.0,7563.0,6.0,0.0,0.0,32.23039489539303,1322703.338285838,0.0,0.2148692993026202,0.0,3.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
12747,5048106.0,2.0,0.0,0.0,0.0,0.0,0.3961881941464779,0.0,0.0,0.0,0.0,2963.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,Information Gathering
0,0.0,1.0,1.0,0.0,0.0,0.0,69.52410748427017,0.0,0.0,28.867513459481287,0.0,6895.0,6.0,0.0,0.0,1738.1026871067545,0.0,0.0,34.76205374213509,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,9023499.0,5.0,0.0,0.0,50.0,0.0,0.1226661688055762,0.0,0.0,232.379000772445,7973911.0,58492.0,17.0,246.47515087732475,0.0,28.213218825282528,9356047.645986076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,8.0,0.0,10422843.05014414,Malicious,DoS
0,9608076.0,4.0,1.0,0.0,0.0,0.0,0.116033534712627,0.0,0.0,20.41241452319316,1203287.0,59105.0,6.0,0.0,0.0,4.641341388505082,16030982.739482142,0.0,0.0232067069425254,0.0,0.0,1.0,4.0,0.0,0.0,0.0,66.0,0.0,512.0,0.0,20.0,0.0,15975712.29771557,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,108.15487778498807,0.0,0.0,17.320508075688775,0.0,1290.0,6.0,0.0,0.0,1622.3231667748214,0.0,0.0,54.07743889249405,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,Malicious,DoS
11388,0.0,1.0,1.0,0.0,0.0,0.0,19.823570224997525,0.0,0.0,0.0,0.0,2103.0,6.0,0.0,0.0,0.0,0.0,1.0,9.911785112498762,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,Information Gathering
0,10058314.0,2.0,0.0,0.0,1336.0,0.0,0.1988404816155073,0.0,0.0,11.547005383792516,0.0,8265.0,6.0,14.142135623730953,0.0,267.6392882544729,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2692.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,6987200.0,2.0,1.0,0.0,0.0,0.0,0.4275062052525692,0.0,0.0,250.0,0.0,23876.0,6.0,0.0,0.0,142.50206841752308,0.0,0.0,0.142502068417523,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
12020,0.0,2.0,1.0,0.0,0.0,0.0,1.893469612652921,0.0,0.0,0.0,0.0,2759.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6311565375509738,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,Information Gathering
80,6747842.0,6.0,3.0,0.0,0.0,267.0,0.1207780003462839,6747842.0,0.0,274.4806004073876,144376.0,40640.0,6.0,177.58800635178042,0.0,16.586845380889663,28047635.313648105,0.0,0.0402593334487613,0.0,2.0,2.0,0.0,0.0,0.0,0.0,145.0,267.0,0.0,503.0,20.0,0.0,41071047.22043148,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,74.78033277248083,0.0,0.0,28.867513459481287,0.0,43819.0,6.0,0.0,0.0,1869.5083193120208,0.0,0.0,37.390166386240416,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
27387,0.0,2.0,1.0,0.0,0.0,0.0,0.7999057177793977,0.0,1.0,0.0,0.0,1553.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2666352392597992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,Information Gathering
0,8034520.0,2.0,1.0,0.0,0.0,0.0,0.3731687675653649,0.0,0.0,23.629078131263043,0.0,328.0,6.0,14.142135623730953,0.0,9.951167135076396,0.0,0.0,0.1243895891884549,0.0,0.0,1.0,2.0,0.0,0.0,0.0,80.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,63.3532896195635,0.0,0.0,17.320508075688775,0.0,753.0,6.0,0.0,0.0,950.2993442934524,0.0,0.0,31.67664480978175,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,58.85122410546139,0.0,0.0,28.867513459481287,0.0,52119.0,6.0,0.0,0.0,1471.280602636535,0.0,0.0,29.42561205273069,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,10147480.0,2.0,0.0,0.0,1356.0,0.0,0.1970932684765084,0.0,0.0,0.0,0.0,9160.0,6.0,0.0,0.0,267.25847205414544,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2712.0,0.0,50.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,10046159.0,2.0,0.0,0.0,30.0,0.0,0.1990810617271735,0.0,0.0,11.547005383792516,0.0,11555.0,6.0,14.142135623730953,0.0,7.963242469086942,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,80.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,22032117.0,2.0,0.0,0.0,480.0,0.0,0.0907765694962495,0.0,0.0,11.547005383792516,0.0,49250.0,6.0,14.142135623730953,0.0,44.480519053162254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,980.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,2.0,0.0,0.0,30.0,0.0,0.5631306006857805,0.0,0.0,0.0,0.0,11587.0,6.0,0.0,0.0,16.893918020573413,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,512.0,0.0,40.0,0.0,0.0,Malicious,DoS
0,9977209.0,2.0,0.0,0.0,1336.0,0.0,0.2004568612324348,0.0,0.0,11.547005383792516,0.0,7564.0,6.0,14.142135623730953,0.0,269.8149352188573,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2692.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
33260,0.0,1.0,1.0,0.0,0.0,0.0,51.67157546633597,0.0,0.0,0.0,0.0,49022.0,6.0,0.0,0.0,0.0,0.0,0.0,25.835787733167987,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,65280.0,0.0,40.0,0.0,0.0,Malicious,Information Gathering
0,0.0,1.0,1.0,0.0,0.0,0.0,44.662795891022775,0.0,0.0,288.67513459481285,0.0,56856.0,6.0,0.0,0.0,11165.698972755694,0.0,0.0,22.331397945511387,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,10106831.0,2.0,1.0,0.0,0.0,0.0,0.2954925274372199,0.0,0.0,250.0,0.0,61562.0,6.0,0.0,0.0,98.49750914573995,0.0,0.0,0.0984975091457399,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,20186350.0,2.0,1.0,0.0,0.0,0.0,0.1290780988327768,0.0,0.0,250.0,3055393.0,29354.0,6.0,0.0,0.0,43.02603294425896,0.0,0.0,0.0430260329442589,2.0,0.0,1.0,0.0,0.0,0.0,0.0,500.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,28.661507595299515,0.0,1.0,782.8869650211325,0.0,20104.0,6.0,0.0,0.0,19432.502149613072,0.0,0.0,14.330753797649756,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,2.0,1.0,0.0,0.0,0.0,1.7345782979970823,0.0,0.0,25.0,0.0,37787.0,6.0,0.0,0.0,57.81927659990275,0.0,0.0,0.5781927659990275,0.0,2.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,19299361.0,2.0,0.0,0.0,50.0,0.0,0.1036303740833699,0.0,0.0,0.0,0.0,62810.0,6.0,0.0,0.0,5.181518704168496,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,9944360.0,2.0,0.0,0.0,480.0,0.0,0.2011190262621224,0.0,0.0,11.547005383792516,0.0,11524.0,6.0,14.142135623730953,0.0,98.54832286844,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,84.18571368438776,0.0,0.0,288.67513459481285,0.0,18284.0,6.0,0.0,0.0,21046.42842109693,0.0,0.0,42.09285684219388,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,16.28956327680855,0.0,0.0,28.867513459481287,0.0,61545.0,6.0,0.0,0.0,407.2390819202137,0.0,0.0,8.144781638404275,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,95.1520053285123,0.0,0.0,288.67513459481285,0.0,53290.0,6.0,0.0,0.0,23788.001332128075,0.0,0.0,47.57600266425615,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,Malicious,DoS
0,10017895.0,3.0,1.0,0.0,0.0,0.0,0.1974395544973892,0.0,0.0,219.3627133311402,0.0,23230.0,6.0,11.547005383792516,0.0,73.05263516403402,137001.93885489358,0.0,0.0493598886243473,0.0,3.0,1.0,0.0,0.0,0.0,0.0,740.0,0.0,512.0,0.0,20.0,0.0,137001.93885489358,Malicious,DoS
0,0.0,1.0,1.0,0.0,0.0,0.0,44.53946196329948,0.0,1.0,17.320508075688775,0.0,16091.0,6.0,0.0,0.0,668.0919294494922,0.0,0.0,22.26973098164974,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,Malicious,DoS
