FIN Flag Count,Active Std,Protocol,Fwd Seg Size Min,ECE Flag Count,Total Fwd Packet,Bwd IAT Max,Bwd Packet Length Min,Flow Bytes/s,Total Bwd packets,RST Flag Count,Subflow Bwd Bytes,Dst Port,Fwd Packet Length Std,Src Port,FWD Init Win Bytes,Down/Up Ratio,Idle Std,Packet Length Std,SYN Flag Count,Idle Min,Active Min,Fwd IAT Std,Fwd PSH Flags,Bwd Bytes/Bulk Avg,Bwd Bulk Rate Avg,Traffic Type,Subflow Fwd Bytes,Bwd Segment Size Avg,CWR Flag Count,Flow Packets/s,Bwd Packets/s,Label,Fwd URG Flags,Bwd Init Win Bytes,Packet Length Min
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,51937,0.0,2103.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,23.362848398476743,11.681424199238371,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,40162,0.0,36424.0,65280.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,129.01561088891756,64.50780544445878,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,24735,0.0,1892.0,512.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,40.71163945772096,20.35581972886048,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,46614,0.0,2397.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,82.3146890562621,41.15734452813105,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,13192,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,6991168.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.2860752309199263,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,58213,0.0,1181.0,512.0,0.0,0.0,0.0,0.0,22030348.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.0907838587025497,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,36758,0.0,1181.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.8812859371881074,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,43955,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5208363.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3839978127484585,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,24046,0.0,1207.0,512.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,16.09217598403656,8.04608799201828,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,25313,0.0,1892.0,512.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,133.33333333333334,66.66666666666667,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,17985,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,7463800.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.2679600203649615,0.0,Malicious,0.0,0.0,0.0
1.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,46578,0.0,2389.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,218.8902265513845,109.44511327569224,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,60263,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,10040681.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.1991896764771234,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,38475,0.0,1207.0,512.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,20.77231465902245,10.386157329511226,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,21172,0.0,1207.0,512.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,21.85457962716088,10.927289813580437,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,43321,0.0,2397.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,198.7083954297069,99.35419771485346,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,16939,0.0,2397.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,163.85384237260365,81.92692118630183,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,60831,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5064363.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3949163991601708,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,46494,0.0,1181.0,512.0,0.0,0.0,0.0,0.0,10298387.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.1942051701883023,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2041,0.0,1424.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.5139060405029907,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,34125,0.0,2103.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,21.07170701898561,10.535853509492805,Malicious,0.0,0.0,0.0
2.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,60293,0.0,2389.0,512.0,0.0,0.0,0.0,0.0,5758386.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3100409553767354,0.1033469851255784,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,35183,0.0,2397.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,74.51564828614009,37.257824143070046,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,37700,0.0,3021.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,12.34804190925424,6.17402095462712,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,26956,0.0,1553.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,144.5608962775569,72.28044813877845,Malicious,1.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,17148,0.0,2397.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,70.84661707403471,35.423308537017355,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4973,0.0,1553.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.8146420503562837,0.2715473501187612,Malicious,1.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,41084,0.0,2942.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,148.33494029518653,74.16747014759326,Malicious,1.0,0.0,0.0
1.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,34776,0.0,2759.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,21.506301346294464,10.753150673147232,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,20030,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5038794.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3969203742006519,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,15185,0.0,1181.0,512.0,0.0,0.0,0.0,0.0,5107988.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3915435979880924,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64997,0.0,2397.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,110.31439602868174,55.15719801434087,Malicious,0.0,0.0,0.0
1.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,34606,0.0,2759.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,19.566216969779976,9.783108484889988,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,13049,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5050835.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3959741310100211,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,8849,0.0,1553.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.7856786495755371,0.2618928831918457,Malicious,1.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,35872,0.0,2103.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,43.88563403769776,21.94281701884888,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,55668,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5018724.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3985076684830646,0.0,Malicious,0.0,0.0,0.0
1.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12259,0.0,2389.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,101.16849613030504,50.58424806515252,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,18021,0.0,58878.0,65280.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,290.90909090909093,145.45454545454547,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,41813,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,9846061.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.2031269154233352,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,56600,0.0,2103.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,40.25359766529134,20.12679883264567,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,34359,0.0,2942.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,18.73852265487389,9.369261327436943,Malicious,1.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6397,0.0,2397.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,47.7566322022971,23.87831610114855,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,26883,0.0,1181.0,512.0,0.0,0.0,0.0,0.0,18648307.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.1072483416322993,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,32482,0.0,1181.0,512.0,0.0,0.0,0.0,0.0,5275769.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3790916546952681,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,49516,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5156426.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3878655487347244,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,42561,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5029682.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3976394531503184,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,23361,0.0,1553.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,45.7268279299465,22.86341396497325,Malicious,1.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,13470,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5036191.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3971255260175796,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11898,0.0,1207.0,512.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,60.28454304316374,30.14227152158187,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4262,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5044011.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3965098410768731,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,587,0.0,3021.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,46.7093278527722,23.3546639263861,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12725,0.0,1207.0,512.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,52.23705174079975,26.118525870399875,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4189,0.0,2397.0,512.0,0.0,0.0,0.0,0.0,5167577.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.5735678155038821,0.1911892718346274,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,18792,0.0,1181.0,512.0,0.0,0.0,0.0,0.0,5138477.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3892203857290788,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,55384,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5002177.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3998259157962623,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,35970,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,9267633.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.2158048338772154,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,44384,0.0,1553.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,102.53781081773904,51.26890540886952,Malicious,1.0,0.0,0.0
0.0,0.0,6.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1083,0.0,58098.0,65280.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,164.97566608925183,82.48783304462592,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,31806,0.0,53462.0,65280.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,142.91839359725597,71.45919679862799,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,16847,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,7351389.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.2720574302352929,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,33679,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.7540554042208252,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,32756,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,8951686.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.2234215990149788,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,17479,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,7401159.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.2702279467310458,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5147,0.0,42098.0,65280.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,125.92079581942956,62.96039790971479,Malicious,0.0,0.0,0.0
1.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,16379,0.0,2759.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,17.900295354873357,8.950147677436679,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,38194,0.0,2963.0,512.0,0.0,0.0,0.0,0.0,5106784.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,0.3916359101931861,0.0,Malicious,0.0,0.0,0.0
0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,25385,0.0,2103.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,29.05794153542163,14.528970767710817,Malicious,0.0,0.0,0.0
1.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,96,0.0,2389.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,66.61337596589395,33.306687982946976,Malicious,0.0,0.0,0.0
1.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,22263,0.0,2389.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information Gathering,0.0,0.0,0.0,80.74609390770722,40.37304695385361,Malicious,0.0,0.0,0.0
