,Label,Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Traffic Type
Fwd Packet Length Min,0.0014743334753163845,-0.12972531320103303,-0.2532799173105514,-0.05575841254590152,0.19953847615022186,-0.001736984224182066,-0.0024821076575041565,0.02872170091071144,-0.00406646192321011,0.9628444420203963,1.0,0.9945098271477333,-0.0643976726061337,-0.058641354066268546,-0.017339809717524392,-0.047396466478217866,-0.05558737170129451,0.0158791461848805,-0.012788028666554138,0.20373503543275154,0.04811978531179319,0.16691375700417002,0.18195073094394232,0.20249848387457184,0.19218267153249677,0.022103806208343204,0.17193612800654984,0.19419473943575608,-0.04124350200295755,-0.03934014127607547,-0.04445524921438964,-0.0437591293373819,-0.013482976485988002,0.010025374517086625,0.008730245549344502,0.002845347495927659,-0.007007769392030667,-0.012513522343418144,-0.026646402835104655,0.5664999092651125,0.9560125743772476,0.9678418675721716,0.6363603081665726,0.6278679324384822,0.01863778186935228,-0.004161769577858875,-0.08789261528169194,-0.0036812113548133304,-0.006040717033602874,0.044771416457365716,0.047345780027480217,0.050430394814853,-0.0693908172845501,0.9680657276543745,0.9945098271477333,-0.047396466478217866,0.007536508936843325,0.006931828914919364,0.0034056313779659056,-0.0021605013970760352,0.10024442080137805,-0.001893266509858554,-0.0017916584589262952,-0.0909453227595793,-0.016950312970518334,0.015129100078347384,-0.03478443922609297,0.01284429941261023,-0.0340953082447429,0.006341280411737834,0.01923975959836806,0.1652911287783033,0.07530750069082921,0.17049999268104132,0.15735326157974605,-0.28007662108771597
Fwd Packet Length Mean,0.0013382911685377217,-0.12819391823512064,-0.2575190745003197,-0.007012388366420821,0.23543231468353243,-0.0016639905217922238,-0.0024402199940142724,0.029311564172421915,-0.004014038149443483,0.9840350562087138,0.9945098271477333,1.0,0.03516739735718759,-0.04085560467194452,-0.017167526835080722,-0.03634389834947234,-0.037266089690887946,0.016589587400987343,-0.01303615292866118,0.2157791373208687,0.061579514834765495,0.18625784835887632,0.1862970599837036,0.2391417852407894,0.20243652728800077,0.04592967770930763,0.19182383952573767,0.19663553950455964,-0.032744543125669164,-0.0312628439926027,-0.033056184232597464,-0.03415309086605658,-0.013210097872474671,0.006336938180792216,0.004418316542488989,0.0039096700471601235,-0.006635389434768487,-0.01274093668762269,-0.028646882460685225,0.5666958932480656,0.9780541721364692,0.9745288679198029,0.6547930368133911,0.6410178929463738,0.018759979679263683,-0.003056125521354182,-0.10849321950507457,-0.002941689963054489,-0.005587366037735139,0.04279583190926435,0.04590428309654792,0.04855957853487733,-0.07830177312019844,0.9722169172595146,1.0,-0.03634389834947234,0.007501071417053613,0.006972146854688727,0.0033994521251270115,-0.0021495203042499133,0.10134714611438211,-0.00180631022645839,-0.0017715978282794032,-0.08162179394994072,-0.016402183583601165,0.01692946181746061,-0.05509544912977304,0.04151486695106761,0.010523189077683053,0.04084525259003335,0.04137325340034683,0.17988316460535417,0.09809364723850189,0.1898536987308376,0.16718690381210585,-0.2857187521484028
Fwd Packet Length Std,-0.0020763437554511066,0.020608670698940686,-0.03782388866317725,0.44519551037758526,0.3175290576202455,0.0006838745066950188,0.001039848229194337,0.004577217009748998,0.002376820628781966,0.19875512773051932,-0.06439767260613372,0.03516739735718758,1.0,0.2903848968988485,0.003064523221627931,0.18531626678975663,0.30164974980146747,0.007795051260391727,-0.0022450363309879664,0.11492023732188734,0.1311882036268834,0.18803517188660654,0.0452664105713839,0.32320842703042635,0.09918752769125627,0.23248807686620113,0.19230212701846924,0.02568526957915613,0.1375482461868395,0.13459010948827987,0.19045387518253887,0.15803624366650124,0.003809793479255324,-0.04054442146444973,-0.044608690118862225,0.011921077584593834,0.006201166222233454,-0.0020493404506842206,-0.01890192479774187,-0.005414627293967407,0.21330596921769063,0.04655238557928497,0.1824656200123255,0.13086314779946112,0.026526101007237336,0.019288050308959175,-0.19008833598313943,0.007714834962245863,0.006793944176837794,-0.027551675021779815,-0.022747618801676663,-0.025718782391711194,-0.07734579651705681,0.02603955016232225,0.03516739735718758,0.18531626678975663,0.0005255716223089175,0.0012534705120379344,-6.077317746228095e-05,0.000297931180832205,0.009484669742902288,0.0016278531462913797,0.000631046414721043,0.16306303437657602,0.009859263435047113,0.015243940907598282,-0.1714131559852134,0.23412926370713708,0.38287814722626456,0.28551570068509535,0.17689620151835359,0.1448446124578879,0.20855892518133395,0.1867541255855473,0.10231702231552872,-0.05360584534472798
Bwd Packet Length Max,-0.06787220617549082,0.07447724277565189,-0.01800440456258996,-0.0035408578931946737,0.01707648311853835,0.0055727207325760855,0.03575476181494628,0.0011158835343677944,0.12023302411611393,0.02185288557083093,-0.058641354066268546,-0.04085560467194452,0.2903848968988485,0.9999999999999999,0.26081889309140965,0.8149901986083473,0.9323255866154523,0.000745877387484718,-0.0012044826884781545,-0.03572676587656712,0.016481126632065166,0.01888353826965055,-0.03360924613008847,0.012958081059229251,-0.029287566163633927,0.07359538836742009,0.015298929943627582,-0.04487228129319304,0.4676110660937572,0.40208416010845094,0.5573594816687094,0.47332258661379456,0.023635892889819415,-0.026958344163933792,-0.026946289814692465,0.1592056284608146,0.14796356358812254,-0.0011698072404692876,-0.0033603147071136256,-0.027851472394018056,0.0883377671875556,-0.022437170753101615,0.07445271495186154,0.03469319044745862,0.14555964154077336,0.0963674837171254,-0.07453087111447362,0.1354178577760745,0.15624585822142753,-0.02161674639996361,-0.019809550913409205,-0.020032636735983343,0.018246333668530196,-0.02899847979569537,-0.04085560467194452,0.8149901986083474,0.06078940972327224,0.06895492516474956,0.0010118315111997556,0.0050313092161583224,0.002483743066925553,0.026092619738199468,0.051975453458677365,0.535085558013649,0.03168268457779308,0.017923534004623418,0.0840604012918624,-0.01051375466836202,0.011194735418894899,-0.007588538019667236,-0.012722356343112277,0.007127915462118272,0.028099409926178476,0.01100829937419687,0.0019363115653150665,-0.024281242342959586
Bwd Packet Length Min,-0.0009725150987484233,0.022054423560967595,-0.004022271838676509,0.03697330556236166,-0.012157172858018522,-9.669052204993641e-05,0.00024146991896534757,-0.0004182752102732881,0.0006687833755777093,-0.016697512864752833,-0.01733980971752439,-0.017167526835080722,0.003064523221627931,0.26081889309140965,0.9999999999999999,0.6339448798732618,-0.0009336733025100376,0.0016486458697968543,-0.00017371983393143134,-0.013084496362607395,-0.0074383592690054606,-0.0127462836268974,-0.009637642844276196,-0.013050980519599199,-0.012661675597892455,-0.007097815683609652,-0.01327399036421644,-0.010972056817746536,0.023906668392013476,0.05258865720550989,0.005823030300781742,0.02536189198240326,0.06304721311925143,-0.008499038945881813,-0.008190898675161741,-0.00047539403403409143,0.0005127117640804412,-0.00026922080822964486,0.009206848973784407,-0.0069317773183561575,0.019306853854840954,-0.0006890538759477981,0.030586493254115603,0.031084141269815412,0.012344609539452036,-0.003967425959913778,-0.00879694293977641,0.0003069517215104316,6.54515713493244e-05,-0.006018119918928056,-0.005609208643231013,-0.005559996945395764,0.018482184091066427,-0.0010326577490983424,-0.017167526835080722,0.6339448798732618,-0.00010683316230139182,-4.6434709002569616e-05,0.001001045986550574,-0.0001931915382897,-0.0017381536855360707,6.118223755961155e-05,0.00011793972438945258,0.00027161976099484203,0.0075934367890003384,-0.00065317151428526,-0.019581602406856986,-0.005445045883614545,-0.0011642546581540833,-0.005241593788062213,-0.005467865450857266,-0.012159870385675519,-0.0042203963345912344,-0.012055344431372716,-0.011807472161049623,-0.001769327011130376
Bwd Packet Length Mean,-0.07817991112308546,0.05979664464184816,-0.014438112852509045,0.014745498587765988,0.0029556093376495417,0.009531223271841123,0.06124349162317344,0.00042325461945616965,0.2713558238381512,0.0017500934645124392,-0.047396466478217866,-0.03634389834947234,0.18531626678975663,0.8149901986083471,0.6339448798732618,1.0,0.6627163176608437,0.0033562834279662517,-0.0008274249483314285,-0.03019604121328216,0.006523132089055146,0.004834247854875464,-0.02702991189165666,0.0005216786869597044,-0.02583604395390966,0.04354185321461055,0.0025305828673357223,-0.03505707521875715,0.29293884245262725,0.2945835875670747,0.36704783887072606,0.3125494795791146,0.047184295640373936,-0.021983514047217396,-0.021885023985421862,0.27716218585066765,0.25221200788162096,-0.0008795186286444791,0.00501207614318356,-0.021912660448930407,0.07162392375428119,-0.010467014628020285,0.07313325480608222,0.04939355134137361,0.094067056967032,0.06165753590384056,-0.04792107316537651,0.18110703064206504,0.26421124261090256,-0.017295807696311182,-0.015895577882861434,-0.016025639531341705,0.018415437031739753,-0.0163682861494154,-0.036343898349472346,1.0,0.13998020387865093,0.1477923404216278,0.002042091644011884,0.008040238941418625,-0.0007131014198433738,0.04355321485708391,0.11832544071540228,0.35743006774887953,0.02491769365897088,0.008145876907787364,0.04347393609904175,-0.011939654744019822,0.0018730877336824087,-0.01071740087929853,-0.012664338459559736,-0.0018802042370441537,0.017022850881524984,0.0008796518855131121,-0.005271744445400054,-0.0021250211952487277
Bwd Packet Length Std,-0.023432129352471465,0.06996887072371916,-0.019284203646445917,-0.013493411009902768,0.017024336038855465,0.0019069536379671375,0.012218530396163834,-7.371694997958248e-05,0.04225594647081366,0.023646534756539155,-0.05558737170129451,-0.03726608969088794,0.30164974980146747,0.9323255866154523,-0.0009336733025100376,0.6627163176608437,1.0,-0.00043123871651370505,-0.0012147149516037682,-0.03241853965109103,0.021390690143869167,0.02547216480683343,-0.03194266154100395,0.01350295925614438,-0.025641793836017116,0.08171875825672786,0.021824293700677597,-0.04309676728749176,0.4136671023661443,0.42534441646414184,0.598833674209593,0.4896535402123346,0.009608507522213835,-0.02552603843436437,-0.02548750851602785,0.061260693900230735,0.05181541622199643,-0.0011412532382374407,-0.007100645074937302,-0.026752975232791968,0.08184404792853604,-0.023429854707102175,0.06907097615056246,0.02676784716482778,0.14237118752516317,0.09993924602890437,-0.0673712861794091,0.04224884814731539,0.05587587069369811,-0.020594819043571282,-0.018847659648615987,-0.019090173286730724,0.008012295534524413,-0.02973916983104643,-0.03726608969088794,0.6627163176608437,0.021294167297987894,0.023965401037625417,0.0007044868674106944,0.0018568722313075574,0.0008272844913051277,0.009487665098436193,0.0134063362860875,0.5465805363623082,0.03038932673583122,0.004049158187184067,0.08781851392963565,-0.01306947147294622,0.0032240332021830857,-0.011643827912331463,-0.014042760701774461,0.0135748889208907,0.03349297645280352,0.01791141897765251,0.007577003788754903,-0.016078249225935034
Flow Bytes/s,-0.00270198230055248,-0.0028499166387759177,0.0019352518437956454,-0.002294811592059021,-0.010995851618285209,0.00039438089409739237,0.0011383846288805627,0.004892057975560507,0.00517097315761804,0.016906047973340103,0.015879146184880497,0.016589587400987343,0.007795051260391727,0.0007458773874847179,0.0016486458697968543,0.003356283427966252,-0.00043123871651370505,1.0,0.03894961137528283,-0.011003873916753195,-0.007889071743681954,-0.011750577180162832,-0.007440321734674468,-0.010788914283400333,-0.011409069053745112,-0.005346808697218134,-0.011623066457734022,-0.010222319183244106,-0.0003203587319868974,-0.0008286648240910828,-0.0008923250015458648,-0.0008698118298146778,-0.0003212786960759047,-0.0013300548157994855,0.003272338288041018,0.006403506566859722,0.0047225080639282935,0.03817552646613944,0.07518028100863978,-0.0015493200029923803,0.01701502444286269,0.012028130657434175,0.024068672274272805,0.022097429928124437,6.677719466850449e-05,-0.0019246104982174252,-0.003391578191361053,0.0031746679916551143,0.0049081189320606495,-0.0005984548661938323,-0.001030837175555957,-0.001086322756156943,0.010055377036335845,0.013382775653982824,0.016589587400987343,0.003356283427966252,0.006828790710338392,0.006910909678559641,0.00430100791426568,-3.320426753804294e-05,-0.0005260583859537901,0.0005406053553256263,0.0018389380341210465,-0.0012951257666899397,-3.8721515366133115e-05,0.004442467107259175,0.0072171044770962325,-0.0045938372119937836,-0.0012144961512699439,-0.0044921789166682555,-0.004564482661124774,-0.010901309068408313,-0.003881801948428892,-0.010834905416221488,-0.010566834430679555,0.0004818579150550259
Flow Packets/s,-0.003637290025833641,0.005293365985392016,0.010001766946021591,-0.003233392152014942,-0.012209465926789067,0.0008041426787888007,0.0003143643090317826,-0.000249205895800255,5.3455929011531016e-05,-0.01312456408612712,-0.01278802866655414,-0.01303615292866118,-0.0022450363309879664,-0.0012044826884781545,-0.00017371983393143134,-0.0008274249483314285,-0.0012147149516037682,0.03894961137528283,0.9999999999999999,-0.012141763644638382,-0.008637811546243084,-0.01293788566110601,-0.00824441493803876,-0.01195322114164031,-0.012520808094131463,-0.005850565634042511,-0.012753402809553421,-0.011223949049616643,-0.000898434720114701,-0.000916194925340374,-0.0009926639074487108,-0.0009877277253201244,-0.0003490044479512641,-0.005761700936647781,-0.005044958671005861,-7.008518917420643e-05,-0.0002409177975197959,0.9999462479586111,0.0189105156799223,-0.006821907682330465,-0.013155828247314318,-0.012721444194744254,-0.00915135975294676,-0.005391643090981769,-0.00479537116057411,-0.0028813562562818567,0.025936142097354432,-0.00023560821305141586,-5.2321742495800536e-05,-0.004555587706629059,-0.004365920580353901,-0.0044418043220360364,-0.007413074081973431,-0.012591361515360024,-0.01303615292866118,-0.0008274249483314285,3.217801337193352e-05,2.7712858500656952e-05,0.00013268696791296413,0.0006886330783023317,-0.0014074875305008171,0.0003101793931906943,6.3709768445038685e-06,-0.002021095882971891,-6.0825840195596136e-05,-0.0004591758118869668,-0.002026721460336028,-0.005052329853093759,-0.0013207679319226719,-0.004936380925516578,-0.0050219825138966105,-0.011940739489887225,-0.004243756027834417,-0.011867208759104216,-0.011576035198101206,0.023213444576095466
Flow IAT Mean,0.002679815084481264,0.027752448424243945,-0.09577274195102725,0.07595357581130759,0.7555791730181332,-0.0016060823553302244,-0.004145763495465523,0.004476963988441513,-0.0034073904962905197,0.22403894410331973,0.20373503543275154,0.2157791373208687,0.11492023732188734,-0.03572676587656712,-0.013084496362607395,-0.03019604121328216,-0.03241853965109103,-0.011003873916753195,-0.01214176364463838,1.0,0.3783885199022732,0.9064370153834403,0.8702978326847962,0.7354458254668261,0.9373517794022233,0.263118662307664,0.892034715575994,0.8954978455164172,-0.016880673218155787,-0.007995352184059189,-0.019181209565168337,-0.014869979469896141,0.0061347875975484994,-0.04193724688354294,-0.06785080827521492,0.005824528336850315,-0.011137466425432787,-0.011270194780297138,-0.08421273933250634,0.44974974271507356,0.22099325265391656,0.3100122373963573,-0.1633958821877495,-0.09794071894020363,0.06233418179551878,0.01368137698325197,-0.11662533077605848,-0.0028883426881989942,-0.009305198038568422,0.030291577449409808,0.052041638681308455,0.047843469559347394,-0.4065559870995826,0.3026362959714703,0.2157791373208687,-0.03019604121328216,-0.003991057413822451,-0.004369353572122097,-0.0008343307757254089,0.001435992535450129,0.06305758940175153,-0.001128486610695537,-0.0014797337585370383,-0.07233639646072783,-0.010421516496171528,0.009172814933989583,-0.19719650109549608,0.061592870189190733,0.012687124029589996,0.059403761916543917,0.06185055332136059,0.9167165471136152,0.29086782796667304,0.9005914888467965,0.8972126335197408,-0.09280080431438475
Flow IAT Std,-0.0009783766363047949,0.06664314173894931,-0.1293931902280903,0.04911934030607846,0.6416355925493871,-0.0007609030391570264,-0.0005654792821220112,0.002576752208126878,-0.002307248749561276,0.07995421201962656,0.04811978531179319,0.0615795148347655,0.1311882036268834,0.016481126632065166,-0.0074383592690054606,0.006523132089055145,0.021390690143869167,-0.007889071743681956,-0.008637811546243084,0.3783885199022731,1.0,0.7008801554658867,-0.11366933513279459,0.600820972517219,0.5557190814418987,0.5716492177295798,0.6549803070042105,0.41171768420063565,0.03906177497949286,0.0512987746053891,0.046858725519791485,0.052825614151492326,0.029117788544819806,0.030125523142415442,0.020419269363356418,0.009550239766440238,-0.0014301811409933374,-0.008016040881078924,-0.060076404262269185,-0.050725701531806854,0.08043954266574756,0.0642347178782694,0.08774445986797369,0.048988099170019436,0.0719429704278951,0.070806624075492,-0.17540693353424816,0.002341384970094969,1.3806565339481715e-05,0.11366161565812231,0.13277422478161338,0.1323136608898094,-0.2921588396956777,0.024767935163974374,0.0615795148347655,0.006523132089055145,-0.002802702147241542,-0.0029756681817235315,-0.0005881085763166351,0.0005717242965933051,0.026472524556000018,0.003697981022648676,-0.0009285268892048164,-0.029266967003318562,-0.0010285203441231276,0.012297864353342066,-0.13470959764793186,0.21824532108511807,0.04717458898091467,0.2111324988215114,0.21867826153866532,0.6586200882212582,0.46505569912166717,0.6972427493600167,0.5920027113321655,-0.13637907892743734
Flow IAT Max,-0.002382199269346147,0.05177478393988415,-0.13002460094084525,0.10037783725864674,0.8855216523554267,0.0014857309136426136,-0.0025436913888541167,0.0052714154013600925,-0.002887753136645579,0.20931955839728392,0.16691375700417002,0.1862578483588763,0.18803517188660657,0.018883538269650554,-0.0127462836268974,0.004834247854875464,0.02547216480683343,-0.011750577180162832,-0.012937885661106008,0.9064370153834402,0.7008801554658867,1.0,0.6031978186703072,0.8578872872812983,0.9256925361923591,0.5247886762829442,0.9747987192411091,0.8091519310859384,0.05406335665619604,0.057774243946627425,0.06761328945994595,0.0717563728015723,0.021903455399356883,-0.018042560016698742,-0.04435427921405009,0.01211622038543531,-0.007118917221202326,-0.01200833455083677,-0.08981494116001165,0.31999097286977074,0.2094356588925092,0.26166428269385644,-0.08530733185184432,-0.055799813026493485,0.06964053422762186,0.053943998418655416,-0.17708625941906692,0.0015864867776560162,-0.004907509225860397,0.08015866425109036,0.10539432397626829,0.101971852220129,-0.4319067775780921,0.23618864827285926,0.1862578483588763,0.004834247854875464,-0.0038591557829825303,-0.003985121516960415,-0.0008817334476187397,0.004577910478358338,0.05821491305097055,0.0012738115984787717,-0.000747007904955368,-0.04658969630270205,-0.005794317445670368,0.015029570798035626,-0.21232450967728625,0.19420800582089487,0.06640456510628533,0.19209230894391183,0.19048845384625795,0.9741019700731756,0.485338957851024,0.9942743062060646,0.917001769779167,-0.13058169453456614
Flow IAT Min,0.003024742214455036,-0.003185034114141033,-0.02986114509527722,0.05279374467530248,0.4393266068348269,-0.001361406915938469,-0.004074079408346395,0.002653959184563416,-0.0023365011150893013,0.18452823159459347,0.18195073094394232,0.18629705998370358,0.0452664105713839,-0.03360924613008847,-0.009637642844276196,-0.027029911891656655,-0.031942661541003954,-0.007440321734674468,-0.00824441493803876,0.8702978326847962,-0.11366933513279459,0.6031978186703073,1.0,0.43613707810975577,0.7119111556309312,-0.028182116289620102,0.6089881885539099,0.7496469017235727,-0.022946697539921783,-0.020365141120025576,-0.025468353190279278,-0.024129869694503942,-0.00484891812809963,-0.06607026299870813,-0.08596047617021477,-0.000137810874116429,-0.010881529205828301,-0.007653653751614357,-0.05708073575123707,0.5135338458193456,0.18182047919487734,0.2854631266109984,-0.23292227873713614,-0.1372678369421313,0.043064823576201616,-0.029132326742248145,-0.029792171672548075,-0.004791345008658505,-0.0098804192899096,-0.04093493321537986,-0.027575413341174252,-0.030391740424027154,-0.27355652937372366,0.30265466728616713,0.18629705998370358,-0.027029911891656655,-0.002715672191688083,-0.0029919137979000764,-0.0005681997440436748,0.0013835692086830848,0.0524510916463587,-0.0027358860486065614,-0.0010287827049020126,-0.05394940802495809,-0.009384872774465229,0.0016969936461052695,-0.13400514801249702,-0.07266527800836707,-0.021084391276645964,-0.07139494159055045,-0.0718542698704012,0.6413428004879712,0.04719097654295677,0.5981488226652232,0.6608019767559592,-0.02234849515378428
Fwd IAT Total,-0.035839549295231664,0.0347995020857945,-0.14139094467089952,0.18565083781008235,0.9804246858013914,0.013965511353240527,0.0066182457714324015,0.023349853452789473,0.006943709643547166,0.2868692124931533,0.2024984838745718,0.2391417852407894,0.32320842703042635,0.012958081059229251,-0.013050980519599199,0.0005216786869597044,0.01350295925614438,-0.010788914283400333,-0.011953221141640312,0.7354458254668261,0.6008209725172191,0.8578872872812981,0.4361370781097558,1.0,0.7697288674177091,0.6156086673906012,0.8826591079783033,0.6070674619731845,0.0573810311679823,0.03184893345237369,0.03842475681810449,0.040768012296475524,0.009773638809588946,0.018511180102470493,-0.022803952611477513,0.043390043730905464,0.013581857633087375,-0.011091692251789147,-0.08324198858502597,0.33474435965999216,0.2864140203599303,0.3199191483542408,-0.036393361470645876,-0.028878259626840656,-0.04588006802412841,0.0960929629480991,-0.2857035967840319,0.02992735303279838,0.016453970755144334,0.14734802940496838,0.16973902908750715,0.15423085019156774,-0.39505463640797106,0.2645634953994558,0.2391417852407894,0.0005216786869597039,0.011038864122584403,0.013033421166796504,-0.0008109455257136579,0.012893651509767345,0.05859054220467374,0.007025629141686552,0.0053102389053559405,-0.04965564339071506,-0.006913609202611262,0.0428124121819112,-0.24135283475632058,0.3626485734780628,0.22465942790270718,0.37828934631175964,0.3384096367693655,0.7951021053702807,0.5611424299288967,0.8564869423580604,0.709602671936336,-0.14655964310066313
Fwd IAT Mean,0.003055239749261077,0.03873238643828655,-0.11194128592634926,0.04835970193917497,0.7599723428413865,-0.0016653463626731318,-0.0034188378934691477,0.004065278652800217,-0.003450907937482496,0.20870740375953506,0.19218267153249674,0.20243652728800077,0.09918752769125627,-0.029287566163633923,-0.012661675597892453,-0.02583604395390966,-0.025641793836017113,-0.011409069053745113,-0.012520808094131464,0.9373517794022233,0.5557190814418987,0.925692536192359,0.7119111556309311,0.769728867417709,1.0,0.2729260644084285,0.9483760116132517,0.9585895111137871,-0.006175240864096505,0.008278864661655533,-0.010000243236237018,-0.002246486492399424,0.019616003724790637,-0.024147924958000083,-0.045153962328764084,0.0063932772301286645,-0.009457725690454511,-0.011617879196267627,-0.08724201510102053,0.35640874978565296,0.20606438729899798,0.27987303006224423,-0.10762091381457951,-0.06318924429056008,0.02812408102961948,0.025869627916745266,-0.10225787048083153,-0.0021962726781388888,-0.007818227178999514,0.054641556587360265,0.07777860095553447,0.07331889936530406,-0.4263473044335277,0.2661454796808408,0.20243652728800077,-0.02583604395390966,-0.004107571804143019,-0.004440385480385034,-0.0008576545414782922,0.0016492615530522034,0.06373967828605008,0.0008602828928573812,-0.0014945114544099938,-0.07185751226074852,-0.008862222991013973,0.009328289770602679,-0.19640067661315982,0.039921231342589625,0.0057345843091008855,0.03799816059883512,0.04053299246094286,0.9414085522099394,0.2722710966208794,0.9192056962172002,0.9269975767279123,-0.11609033369925467
Fwd IAT Std,-0.005927457661454508,0.051980344579121825,-0.09971718341720416,0.1515730802623819,0.5989672540749036,0.00013142996958404266,-0.0009723285770821322,0.004404302942065777,-0.0013781554302961896,0.08236482761505881,0.0221038062083432,0.04592967770930762,0.23248807686620113,0.07359538836742008,-0.007097815683609651,0.04354185321461055,0.08171875825672788,-0.005346808697218134,-0.0058505656340425115,0.263118662307664,0.5716492177295797,0.5247886762829441,-0.028182116289620102,0.6156086673906012,0.2729260644084285,1.0,0.5418905145136517,-0.006010547566742337,0.08298083081673147,0.07242598461207693,0.1172690363645504,0.10528384184243719,-0.00314848588370211,0.036702473480339365,0.01260611736789973,0.014579414317098666,-0.002025147073614205,-0.005428670083400255,-0.040764029639780694,0.07860749434488716,0.08619535445331539,0.0784203676487375,-0.013970632974716082,-0.02334999336822013,-0.07768867580907687,0.09608851144513474,-0.27383129029370484,0.005809515139535912,0.00027685081150055066,0.12704133410335325,0.143689239637216,0.14755647143093753,-0.19604559413360081,0.04042378612808409,0.04592967770930762,0.04354185321461055,-0.0018500474578531927,-0.001839330131210124,-0.00039175347832913905,-0.0003158434907495006,0.012787690559559414,-0.0009166107546543943,-0.0004471189206427045,0.006514757556362316,-0.00016345582575324973,0.017773947436972058,-0.1376355624693709,0.3739052779580846,0.10135685325591075,0.3652779229411637,0.37122065544091537,0.4235010997686318,0.6743465644620137,0.5256698983060241,0.3023261042686717,-0.0956212999352324
Fwd IAT Max,-0.0027386311097362284,0.04969233510718432,-0.1290097419679884,0.1069417450754576,0.8687081353199375,0.0010091582782781735,-0.002589432458787915,0.005556668128698236,-0.0028173775513980668,0.2153572530030927,0.1719361280065498,0.19182383952573767,0.19230212701846922,0.015298929943627583,-0.01327399036421644,0.002530582867335722,0.021824293700677597,-0.011623066457734022,-0.012753402809553423,0.8920347155759941,0.6549803070042105,0.974798719241109,0.6089881885539099,0.8826591079783034,0.9483760116132518,0.5418905145136517,1.0,0.8276326433145862,0.044348392786828186,0.04806451061694267,0.05655060831943894,0.05865254077771441,0.016786075792553166,-0.011432554295371069,-0.03820204664544001,0.012486839479059255,-0.007364919330861805,-0.011833708235420612,-0.0888619352439705,0.3347815308915515,0.215255035108935,0.27021419606106845,-0.0918037731864716,-0.05863498812244129,0.005100365762040097,0.057453106811763306,-0.1797951168292073,0.0019523994772137026,-0.00504056738600174,0.0878214963526775,0.11305940922272198,0.10954903104223163,-0.43288759485928224,0.24468307759518013,0.19182383952573767,0.0025305828673357197,-0.0037847866617688945,-0.003907948159958857,-0.0008702358679917189,0.0035458468696237446,0.059872880044311315,0.0012552962081510653,-0.000729791164177432,-0.052016575337826956,-0.006109598126187159,0.01545955912180272,-0.21918866887366534,0.17732046421411343,0.0693871130935151,0.1768407065342001,0.17247183806035932,0.9506236319459402,0.4640031480974581,0.9693458658665248,0.8966739451436936,-0.13175642426333323
Fwd IAT Min,0.004903488749735117,0.02514847353315019,-0.08574423677180808,0.0011240635199830176,0.6021366466921215,-0.0017814609730280988,-0.0032446224247345474,0.0027867126401194668,-0.0031430021881778732,0.19100808104026273,0.19419473943575608,0.19663553950455967,0.025685269579156133,-0.04487228129319303,-0.010972056817746536,-0.03505707521875715,-0.04309676728749176,-0.010222319183244106,-0.011223949049616643,0.8954978455164172,0.41171768420063565,0.8091519310859384,0.7496469017235727,0.6070674619731845,0.9585895111137871,-0.006010547566742337,0.8276326433145862,0.9999999999999999,-0.022108950806898734,-0.005274118069498113,-0.03320411909760911,-0.02225222877386554,0.02160506719705308,-0.036924520092698955,-0.0509090167475749,0.002003198915014217,-0.009047594618704479,-0.010414560973027872,-0.07820399833866233,0.3478535905621711,0.18755580235661248,0.2672649402966881,-0.10860295880030074,-0.05906667074738771,0.055326042777775926,-0.0026566906477003696,-0.02217376313716254,-0.004039119060353737,-0.008034856046130094,0.015707841737068944,0.034499157217154325,0.029379589396493936,-0.3830207782895896,0.2649839733133075,0.19663553950455967,-0.03505707521875715,-0.003690149426057173,-0.004029673981060974,-0.0007712415286332086,0.0018465806434814287,0.06251027588667575,0.001248086538855571,-0.001387520750854017,-0.07264200977294143,-0.008542559783379193,0.00383056670245214,-0.1600501191059205,-0.07926657480268132,-0.03096708662827911,-0.079229741433342,-0.07701429578123792,0.8558324780627888,0.08406037310178896,0.8019391036761215,0.8774927732466425,-0.09102138405872336
